exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
7,1,0.6985238330704825,0.48214285714285715,0.4966592232386271,0.8166666666666667
7,2,0.5287492845739638,0.6660714285714285,0.42723836898803713,0.8666666666666667
7,3,0.429331893154553,0.6785714285714286,0.3474988579750061,0.8583333333333333
7,4,0.44621476233005525,0.6875,0.3106192628542582,0.8583333333333333
7,5,0.38373735291617256,0.7071428571428572,0.29028841654459636,0.8666666666666667
7,6,0.3672738028424127,0.6446428571428572,0.26828504900137584,0.875
7,7,0.32919749532427106,0.6928571428571428,0.25114660561084745,0.875
7,8,0.3128446310758591,0.7357142857142858,0.2474696973959605,0.8833333333333333
7,9,0.36428105745996747,0.6160714285714286,0.23190836906433104,0.9083333333333333
7,10,0.27022367311375484,0.6892857142857143,0.2025600294272105,0.925
7,11,0.33944490190063203,0.6607142857142857,0.21719579299290975,0.9
7,12,0.3313715564353125,0.7089285714285715,0.21164618333180746,0.9
7,13,0.2831588321498462,0.7196428571428571,0.19218264718850453,0.9083333333333333
7,14,0.29493377996342524,0.7071428571428572,0.18766825993855793,0.9083333333333333
7,15,0.26346390556011884,0.7946428571428571,0.18970550000667571,0.925
7,16,0.2943235546350479,0.7607142857142857,0.1821140040953954,0.925
7,17,0.2466096669435501,0.7767857142857143,0.17893246710300445,0.9416666666666667
7,18,0.2797792800835201,0.675,0.17632102568944294,0.9083333333333333
7,19,0.24598949253559113,0.7392857142857143,0.18093872716029485,0.925
7,20,0.24773360778178488,0.7392857142857143,0.1799411545197169,0.9
7,21,0.303459496902568,0.7339285714285714,0.1714478631814321,0.9416666666666667
7,22,0.23000743900026593,0.8017857142857143,0.16766767849524816,0.9333333333333333
7,23,0.21827215648123197,0.6803571428571429,0.16096957822640737,0.925
7,24,0.21326340468866484,0.7732142857142857,0.17414981772502264,0.9083333333333333
7,25,0.23069868572056293,0.7446428571428572,0.1825148805975914,0.9416666666666667
7,26,0.22080898327486856,0.7482142857142857,0.17601097424825032,0.9166666666666666
