exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
4,1,0.7181532910891941,0.5232142857142857,0.5488612254460653,0.7333333333333333
4,2,0.5834153737340655,0.6446428571428572,0.49323251644770305,0.825
4,3,0.4910338308129992,0.6375,0.41997915506362915,0.8333333333333334
4,4,0.483969903417996,0.6732142857142858,0.37071446975072225,0.85
4,5,0.4254836427313941,0.7017857142857142,0.34964600801467893,0.85
4,6,0.4092982781784875,0.65,0.3144809126853943,0.8666666666666667
4,7,0.3799665812935148,0.6875,0.29874162673950194,0.875
4,8,0.35707120852811,0.7053571428571429,0.292688516775767,0.8666666666666667
4,9,0.38621777508940014,0.5982142857142857,0.2823635478814443,0.8916666666666667
4,10,0.32471169744219097,0.6696428571428571,0.25748694837093355,0.9083333333333333
4,11,0.3689495495387486,0.6517857142857143,0.267363844315211,0.8916666666666667
4,12,0.35359579218285425,0.6892857142857143,0.2619428992271423,0.9
4,13,0.32206338218280245,0.7089285714285715,0.2666252722342809,0.875
