exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
5,1,0.7185951573508126,0.5160714285714286,0.5507983247439067,0.7416666666666667
5,2,0.5814337296145303,0.6267857142857143,0.4962209065755208,0.7916666666666666
5,3,0.4858609335763114,0.6482142857142857,0.41569958527882894,0.8416666666666667
5,4,0.4813392588070461,0.6571428571428571,0.36687938968340555,0.8583333333333333
5,5,0.42173023521900177,0.7053571428571429,0.3521847347418467,0.8583333333333333
5,6,0.4048223337956837,0.6464285714285715,0.31525924801826477,0.875
5,7,0.3724116874592645,0.6946428571428571,0.2945313294728597,0.8833333333333333
5,8,0.3562010616064072,0.7142857142857143,0.28565457264582317,0.8833333333333333
5,9,0.38168442973068784,0.6107142857142858,0.27745081186294557,0.8916666666666667
5,10,0.3169925476823534,0.6767857142857143,0.25414209167162577,0.8916666666666667
5,11,0.3678588137030602,0.6535714285714286,0.256505693991979,0.8916666666666667
5,12,0.35519807509013585,0.6892857142857143,0.2524830520153046,0.9166666666666666
5,13,0.3262611295495714,0.7142857142857143,0.2422700067361196,0.925
5,14,0.3301134358559336,0.7160714285714286,0.23500799536705017,0.925
5,15,0.29827191893543514,0.7839285714285714,0.23631641368071238,0.9083333333333333
5,16,0.3308248792375837,0.7464285714285714,0.22586683233579,0.9333333333333333
5,17,0.2906538275735719,0.75,0.2240212082862854,0.9333333333333333
5,18,0.30692241042852403,0.6642857142857143,0.21563031474749247,0.925
5,19,0.27018246608121055,0.7357142857142858,0.21430628895759582,0.9333333333333333
5,20,0.2860638356634549,0.7232142857142857,0.21179581185181937,0.925
5,21,0.3122536050421851,0.7357142857142858,0.20785525838534039,0.925
5,22,0.24971291550568173,0.7946428571428571,0.2170357624689738,0.9166666666666666
5,23,0.26638169522796357,0.6678571428571428,0.19929184913635253,0.9333333333333333
5,24,0.24975830039807728,0.7535714285714286,0.20018281042575836,0.925
5,25,0.26898317890507834,0.7285714285714285,0.20575922429561616,0.925
5,26,0.24627978588853564,0.7375,0.21164414982000987,0.925
