exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
11,1,0.7706400513648987,0.48928571428571427,0.5539561192194621,0.7666666666666667
11,2,0.6104129782744816,0.6053571428571428,0.52723228931427,0.75
11,3,0.5254467793873379,0.6410714285714286,0.4652737239996592,0.8083333333333333
11,4,0.5223882445267268,0.6446428571428572,0.40629698435465494,0.85
11,5,0.4515747444970267,0.6910714285714286,0.37817041476567587,0.85
11,6,0.43336716975484574,0.6392857142857142,0.34518354137738544,0.8666666666666667
11,7,0.4193096190690994,0.6714285714285714,0.32772781848907473,0.8583333333333333
11,8,0.38466673110212596,0.6892857142857143,0.3110565801461538,0.8833333333333333
11,9,0.4152218209845679,0.6142857142857143,0.29638273517290753,0.8666666666666667
11,10,0.3408080918448312,0.6678571428571428,0.2751812696456909,0.875
11,11,0.3890992820262909,0.65,0.2882815996805827,0.8666666666666667
11,12,0.391242316365242,0.6875,0.28281334042549133,0.8583333333333333
11,13,0.345298627444676,0.7125,0.27561177412668864,0.875
