exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
2,1,0.6568250605038234,0.5428571428571428,0.47876617113749187,0.8
2,2,0.500106212922505,0.6910714285714286,0.38017279307047525,0.85
2,3,0.4004330515861511,0.6785714285714286,0.3075648526350657,0.8916666666666667
2,4,0.4127564949648721,0.6928571428571428,0.28005575835704805,0.875
2,5,0.36184967287949155,0.7196428571428571,0.26241585810979207,0.8833333333333333
2,6,0.35481580453259604,0.6571428571428571,0.23674825330575308,0.9083333333333333
2,7,0.3176126182079315,0.7053571428571429,0.25494318902492524,0.8916666666666667
2,8,0.29252222648688725,0.7267857142857143,0.23353609343369802,0.9166666666666666
2,9,0.33134303220680783,0.6160714285714286,0.21534050206343333,0.9166666666666666
2,10,0.2583332127758435,0.6964285714285714,0.20107977092266083,0.9333333333333333
2,11,0.31316271807466234,0.6571428571428571,0.21815502643585205,0.9166666666666666
2,12,0.30208654339824403,0.7142857142857143,0.20813080271085102,0.95
2,13,0.26827165463141034,0.7160714285714286,0.19173498153686525,0.925
2,14,0.26711475146668295,0.7178571428571429,0.20198307832082113,0.925
2,15,0.2339794874191284,0.8089285714285714,0.1927130470673243,0.9416666666666667
2,16,0.2726904136793954,0.7535714285714286,0.18829414149125417,0.9416666666666667
2,17,0.2317214282495635,0.7660714285714286,0.1766751398642858,0.925
2,18,0.25829029594148906,0.6785714285714286,0.1856049915154775,0.925
2,19,0.22466057538986206,0.7553571428571428,0.18616453260183335,0.9333333333333333
2,20,0.2395438765840871,0.7357142857142858,0.1765776127576828,0.9416666666666667
