exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
9,1,0.6984038489205496,0.4857142857142857,0.47896207173665367,0.7916666666666666
9,2,0.5274162309510367,0.6517857142857143,0.40432603359222413,0.875
9,3,0.4160626862730299,0.6696428571428571,0.3416773994763692,0.8916666666666667
9,4,0.43829426126820703,0.6821428571428572,0.2891296923160553,0.9
9,5,0.38373756068093434,0.7125,0.28592621684074404,0.8666666666666667
9,6,0.368287250825337,0.6553571428571429,0.2637885928153992,0.8833333333333333
9,7,0.33428207231419427,0.6964285714285714,0.2560676713784536,0.8666666666666667
9,8,0.30775355994701387,0.7267857142857143,0.23948681751887005,0.8833333333333333
9,9,0.35045552764620097,0.6214285714285714,0.24656869173049928,0.8916666666666667
9,10,0.26637645065784454,0.6964285714285714,0.21155452032883962,0.9083333333333333
9,11,0.33259696875299727,0.6696428571428571,0.224019659558932,0.9
9,12,0.3193281940051487,0.6982142857142857,0.21917141278584798,0.9
9,13,0.271832175552845,0.7214285714285714,0.1944607228040695,0.925
9,14,0.30212115389960154,0.7035714285714286,0.19644310474395751,0.9083333333333333
9,15,0.26568364309413095,0.7946428571428571,0.19345264633496603,0.925
9,16,0.2893058776855469,0.7410714285714286,0.19116603831450144,0.925
9,17,0.24752335974148343,0.7589285714285714,0.1960592011610667,0.925
9,18,0.27671545616218024,0.6625,0.1759997735420863,0.9333333333333333
9,19,0.24722789994307925,0.7446428571428572,0.1827511916557948,0.9166666666666666
9,20,0.24395673317568642,0.7339285714285714,0.18817497293154398,0.925
9,21,0.28471250778862406,0.7410714285714286,0.1817370394865672,0.95
