exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
3,1,0.6550160901887077,0.5232142857142857,0.4757465024789174,0.7916666666666666
3,2,0.49813322254589626,0.6732142857142858,0.3737519482771556,0.8583333333333333
3,3,0.40037194192409514,0.6589285714285714,0.30776756008466083,0.875
3,4,0.40935342695031846,0.7053571428571429,0.2885271747907003,0.9083333333333333
3,5,0.358344493167741,0.7214285714285714,0.24737019737561544,0.9
3,6,0.3481338070971625,0.65,0.22672681709130604,0.9166666666666666
3,7,0.31888351695878164,0.7,0.2189397672812144,0.9
3,8,0.284784864953586,0.7339285714285714,0.23126226266225178,0.9083333333333333
3,9,0.3205937800662858,0.6285714285714286,0.21048135062058768,0.9333333333333333
3,10,0.250197702220508,0.6839285714285714,0.1902669111887614,0.9333333333333333
3,11,0.3100324298654284,0.6696428571428571,0.20311099588871,0.925
3,12,0.29248713819043975,0.7232142857142857,0.20488316615422567,0.9083333333333333
3,13,0.2607315157141004,0.7232142857142857,0.1940115769704183,0.925
