exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
8,1,0.6989027891840254,0.4767857142857143,0.49583206574122113,0.7666666666666667
8,2,0.5251683132989066,0.6732142857142858,0.4180232485135396,0.8583333333333333
8,3,0.42856155591351647,0.6767857142857143,0.34012992978096007,0.875
8,4,0.44612865958895004,0.6946428571428571,0.31136847535769147,0.8666666666666667
8,5,0.3828145171914782,0.7214285714285714,0.28693948984146117,0.8833333333333333
8,6,0.36921153579439436,0.6482142857142857,0.260333244005839,0.9
8,7,0.3392606718199594,0.6910714285714286,0.2503979434569677,0.8916666666666667
8,8,0.30358398577996665,0.7357142857142858,0.25794654587904614,0.8833333333333333
8,9,0.35563601830175945,0.6125,0.24575966695944468,0.8916666666666667
8,10,0.27468050313847403,0.6946428571428571,0.22222146491209666,0.9166666666666666
8,11,0.3264542409351894,0.6714285714285714,0.22901614308357238,0.8916666666666667
8,12,0.3332255357078144,0.6982142857142857,0.2332619309425354,0.9
8,13,0.2851551089968,0.7214285714285714,0.21833006938298544,0.9
8,14,0.29726532942482403,0.7089285714285715,0.21755811274051667,0.9
8,15,0.264934058700289,0.8017857142857143,0.20215711692969004,0.9083333333333333
8,16,0.29118329265287946,0.7482142857142857,0.20656518737475077,0.9166666666666666
8,17,0.24565415850707462,0.7625,0.19289078017075856,0.9083333333333333
8,18,0.28107527175119945,0.6553571428571429,0.17662039746840794,0.925
8,19,0.24510557789887702,0.7392857142857143,0.1918813516696294,0.9166666666666666
8,20,0.25079545974731443,0.7357142857142858,0.18793923854827882,0.925
8,21,0.3005635216832161,0.7339285714285714,0.1919973929723104,0.9333333333333333
