exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
5,1,1.8029499965054647,0.5910714285714286,0.725743368268013,0.8083333333333333
5,2,0.7926973091704504,0.6928571428571428,0.3708525687456131,0.875
5,3,0.46073396099465236,0.7303571428571428,0.5157162686189015,0.8833333333333333
5,4,0.5465425247592586,0.7375,0.39961707442998884,0.8666666666666667
5,5,0.41947823464870454,0.725,0.30457431574662525,0.8916666666666667
5,6,0.4386142689734697,0.7160714285714286,0.3714100609223048,0.8583333333333333
5,7,0.4395556486078671,0.7339285714285714,0.39839516778786976,0.8833333333333333
5,8,0.3861682866300855,0.7232142857142857,0.28878998222450414,0.8916666666666667
5,9,0.4253711641899177,0.65,0.24802938997745513,0.9333333333333333
5,10,0.3551170843520335,0.7017857142857142,0.3189761281013489,0.8916666666666667
5,11,0.3835749649841871,0.6392857142857142,0.35430822521448135,0.875
5,12,0.377029519953898,0.6660714285714285,0.19761325170596442,0.95
5,13,0.3814216562679836,0.7535714285714286,0.23578005408247313,0.8916666666666667
5,14,0.43000657696809086,0.7142857142857143,0.3804232190052668,0.9
5,15,0.47640307982053076,0.8035714285714286,0.2634603234628836,0.9
