exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
8,1,1.7800951106207712,0.5910714285714286,1.6256805817286173,0.7916666666666666
8,2,1.2280910227979933,0.6982142857142857,0.8565223877628644,0.8416666666666667
8,3,0.764910805677729,0.7196428571428571,0.6142076482375463,0.8666666666666667
8,4,0.7751515466187682,0.7285714285714285,0.5219584723313649,0.825
8,5,0.4897710864033018,0.7142857142857143,0.6601217478513718,0.7916666666666666
8,6,0.4212210798369987,0.7232142857142857,0.4455829650163651,0.8083333333333333
8,7,0.4232879402382033,0.7285714285714285,0.4694316719969114,0.825
8,8,0.3836303686457021,0.7107142857142857,0.4734769076108932,0.8583333333333333
8,9,0.42253423117633376,0.6446428571428572,0.37489791264136635,0.8583333333333333
8,10,0.33696068546601704,0.7142857142857143,0.5092505355676015,0.85
8,11,0.41588128155895643,0.6464285714285715,0.32999477684497835,0.8833333333333333
8,12,0.35269984054778303,0.6535714285714286,0.44612075289090475,0.8583333333333333
8,13,0.3188204124569893,0.7553571428571428,0.3342771723866463,0.85
8,14,0.2781575223164899,0.7607142857142857,0.30786604384581245,0.8916666666666667
8,15,0.26290855495525256,0.8446428571428571,0.2891828467448552,0.8833333333333333
8,16,0.3375624853585448,0.7267857142857143,0.28200373351573943,0.8916666666666667
8,17,0.25268139716769966,0.7785714285714286,0.28590558767318724,0.875
8,18,0.305965604154127,0.6767857142857143,0.3325013260046641,0.8833333333333333
8,19,0.2928615838289261,0.7642857142857142,0.3146179954210917,0.875
