exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
7,1,1.8704740216157265,0.5946428571428571,1.0379636366696408,0.8666666666666667
7,2,1.3042081220873765,0.6946428571428571,0.9987272977828979,0.8166666666666667
7,3,0.7223872196461473,0.7142857142857143,0.7578656588991483,0.8333333333333334
7,4,0.6900172615689891,0.7071428571428572,0.5891769647598266,0.8083333333333333
7,5,0.5181909595217024,0.7464285714285714,0.4121517819662889,0.8166666666666667
7,6,0.4460347763661827,0.7107142857142857,0.4876321921745936,0.85
7,7,0.4653787801308291,0.7267857142857143,0.33388930882016815,0.8583333333333333
7,8,0.35280872764331955,0.7035714285714286,0.3427436927954356,0.875
7,9,0.38100325976099286,0.6375,0.31075502932071686,0.8666666666666667
7,10,0.30788076857903174,0.7035714285714286,0.34606112316250803,0.8833333333333333
7,11,0.40871000100991556,0.6571428571428571,0.3189993758996328,0.8583333333333333
7,12,0.31489149920110193,0.65,0.421252050747474,0.8333333333333334
