exp_idx,epoch,train_loss,train_acc,val_loss,val_acc
1,1,1.9422811499663761,0.6017857142857143,2.008130747700731,0.8166666666666667
1,2,0.9470337891152927,0.7035714285714286,0.48287392954031627,0.8833333333333333
1,3,0.5384229682385921,0.725,0.47480982343355815,0.8416666666666667
1,4,0.6037513375282287,0.7178571428571429,0.3304175371925036,0.8833333333333333
1,5,0.36252221422536035,0.7446428571428572,0.2991678237915039,0.8833333333333333
1,6,0.38302143099052566,0.7107142857142857,0.258937406539917,0.9166666666666666
1,7,0.36721331040774075,0.7464285714285714,0.3427125811576843,0.8833333333333333
1,8,0.30455935203603335,0.7303571428571428,0.22028754899899164,0.9083333333333333
1,1,1.9422811499663761,0.6017857142857143,2.008130747700731,0.8166666666666667
1,2,0.9470337891152927,0.7035714285714286,0.48287392954031627,0.8833333333333333
1,3,0.5384229682385921,0.725,0.47480982343355815,0.8416666666666667
1,4,0.6037513375282287,0.7178571428571429,0.3304175371925036,0.8833333333333333
1,5,0.36252221422536035,0.7446428571428572,0.2991678237915039,0.8833333333333333
1,6,0.38302143099052566,0.7107142857142857,0.258937406539917,0.9166666666666666
1,7,0.36721331040774075,0.7464285714285714,0.3427125811576843,0.8833333333333333
1,8,0.30455935203603335,0.7303571428571428,0.22028754899899164,0.9083333333333333
1,9,0.3700285081352506,0.65,0.2373083660999934,0.8833333333333333
1,10,0.2728149931877851,0.7017857142857142,0.17840438981850942,0.925
1,11,0.3629404789102929,0.6696428571428571,0.22173439959685007,0.925
1,12,0.32937721173678125,0.6696428571428571,0.14100080703695614,0.9416666666666667
1,13,0.26987367857779776,0.7785714285714286,0.24176993370056152,0.9083333333333333
1,14,0.2329281218882118,0.7553571428571428,0.22524607578913372,0.9
1,15,0.25827007248465506,0.8428571428571429,0.2068040649096171,0.9166666666666666
